text,label,tokens
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",1,"['pumpkin', 'takes', 'an', 'admirable', 'look', 'at', 'the', 'hypocrisy', 'of', 'political', 'correctness', 'but', 'it', 'does', 'so', 'with', 'such', 'an', 'uneven', 'tone', 'that', 'you', 'never', 'know', 'when', 'humor', 'ends', 'and', 'tragedy', 'begins']"
"if you're hard up for raunchy college humor , this is your ticket right here .",1,"['if', 'you', 're', 'hard', 'up', 'for', 'raunchy', 'college', 'humor', 'this', 'is', 'your', 'ticket', 'right', 'here']"
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1,"['few', 'films', 'capture', 'so', 'perfectly', 'the', 'hopes', 'and', 'dreams', 'of', 'little', 'boys', 'on', 'baseball', 'fields', 'as', 'well', 'as', 'the', 'grown', 'men', 'who', 'sit', 'in', 'the', 'stands']"
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . it's the perfect kind of film to see when you don't want to use your brain . at all .",1,"['corny', 'schmaltzy', 'and', 'predictable', 'but', 'still', 'manages', 'to', 'be', 'kind', 'of', 'heartwarming', 'nonetheless', 'it', 'the', 'perfect', 'kind', 'of', 'film', 'to', 'see', 'when', 'you', 'don', 'want', 'to', 'use', 'your', 'brain', 'at', 'all']"
"while it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it's alarmingly current .",1,"['while', 'it', 'regards', 'as', 'the', 'key', 'turning', 'point', 'of', 'the', 'th', 'century', 'and', 'returns', 'again', 'and', 'again', 'to', 'images', 'of', 'dissidents', 'in', 'the', 'streets', 'it', 'alarmingly', 'current']"
"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",1,"['feature', 'debuter', 'caruso', 'directs', 'crack', 'ensemble', 'cast', 'bringing', 'screenwriter', 'tony', 'gayton', 'narcotics', 'noir', 'to', 'life']"
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",1,"['every', 'dance', 'becomes', 'about', 'seduction', 'where', 'backstabbing', 'and', 'betrayals', 'are', 'celebrated', 'and', 'sex', 'is', 'currency']"
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .",1,"['harris', 'commands', 'the', 'screen', 'using', 'his', 'frailty', 'to', 'suggest', 'the', 'ravages', 'of', 'life', 'of', 'corruption', 'and', 'ruthlessness']"
"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis .",1,"['stephen', 'rea', 'aidan', 'quinn', 'and', 'alan', 'bates', 'play', 'desmond', 'legal', 'eagles', 'and', 'when', 'joined', 'by', 'brosnan', 'the', 'sight', 'of', 'this', 'grandiloquent', 'quartet', 'lolling', 'in', 'pretty', 'irish', 'settings', 'is', 'pleasant', 'enough', 'thing', 'tis']"
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand .",1,"['director', 'of', 'photography', 'benoit', 'delhomme', 'shot', 'the', 'movie', 'in', 'delicious', 'colors', 'and', 'the', 'costumes', 'and', 'sets', 'are', 'grand']"
the movie's relatively simple plot and uncomplicated morality play well with the affable cast .,1,"['the', 'movie', 'relatively', 'simple', 'plot', 'and', 'uncomplicated', 'morality', 'play', 'well', 'with', 'the', 'affable', 'cast']"
"the film is quiet , threatening and unforgettable .",1,"['the', 'film', 'is', 'quiet', 'threatening', 'and', 'unforgettable']"
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",1,"['this', 'illuminating', 'documentary', 'transcends', 'our', 'preconceived', 'vision', 'of', 'the', 'holy', 'land', 'and', 'its', 'inhabitants', 'revealing', 'the', 'human', 'complexities', 'beneath']"
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises",1,"['deliriously', 'funny', 'fast', 'and', 'loose', 'accessible', 'to', 'the', 'uninitiated', 'and', 'full', 'of', 'surprises']"
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son .,1,"['trademark', 'american', 'triteness', 'and', 'simplicity', 'are', 'tossed', 'out', 'the', 'window', 'with', 'the', 'intelligent', 'french', 'drama', 'that', 'deftly', 'explores', 'the', 'difficult', 'relationship', 'between', 'father', 'and', 'son']"
one from the heart .,1,"['one', 'from', 'the', 'heart']"
more concerned with sade's ideas than with his actions . the movie achieves as great an impact by keeping these thoughts hidden as . . . [quills] did by showing them .,1,"['more', 'concerned', 'with', 'sade', 'ideas', 'than', 'with', 'his', 'actions', 'the', 'movie', 'achieves', 'as', 'great', 'an', 'impact', 'by', 'keeping', 'these', 'thoughts', 'hidden', 'as', 'quills', 'did', 'by', 'showing', 'them']"
"an entertaining , colorful , action-filled crime story with an intimate heart .",1,"['an', 'entertaining', 'colorful', 'action', 'filled', 'crime', 'story', 'with', 'an', 'intimate', 'heart']"
"while undisputed isn't exactly a high , it is a gripping , tidy little movie that takes mr . hill higher than he's been in a while .",1,"['while', 'undisputed', 'isn', 'exactly', 'high', 'it', 'is', 'gripping', 'tidy', 'little', 'movie', 'that', 'takes', 'mr', 'hill', 'higher', 'than', 'he', 'been', 'in', 'while']"
the most compelling wiseman epic of recent years .,1,"['the', 'most', 'compelling', 'wiseman', 'epic', 'of', 'recent', 'years']"
the socio-histo-political treatise is told in earnest strides . . . [and] personal illusion is deconstructed with poignancy .,1,"['the', 'socio', 'histo', 'political', 'treatise', 'is', 'told', 'in', 'earnest', 'strides', 'and', 'personal', 'illusion', 'is', 'deconstructed', 'with', 'poignancy']"
it's great escapist fun that recreates a place and time that will never happen again .,1,"['it', 'great', 'escapist', 'fun', 'that', 'recreates', 'place', 'and', 'time', 'that', 'will', 'never', 'happen', 'again']"
"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences .",1,"['good', 'car', 'chases', 'great', 'fight', 'scenes', 'and', 'distinctive', 'blend', 'of', 'european', 'american', 'and', 'asian', 'influences']"
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image .",1,"['liotta', 'put', 'on', 'pounds', 'for', 'the', 'role', 'and', 'has', 'completely', 'transformed', 'himself', 'from', 'his', 'smooth', 'goodfellas', 'image']"
a woman's pic directed with resonance by ilya chaiken .,1,"['woman', 'pic', 'directed', 'with', 'resonance', 'by', 'ilya', 'chaiken']"
"contando com uma premissa curiosa , o filme mergulha o espectador em um clima de forte suspense , culminando em um desfecho que certamente fica na memória .",1,"['contando', 'com', 'uma', 'premissa', 'curiosa', 'filme', 'mergulha', 'espectador', 'em', 'um', 'clima', 'de', 'forte', 'suspense', 'culminando', 'em', 'um', 'desfecho', 'que', 'certamente', 'fica', 'na', 'memória']"
"[grant's] bumbling magic takes over the film , and it turns out to be another winning star vehicle .",1,"['grant', 'bumbling', 'magic', 'takes', 'over', 'the', 'film', 'and', 'it', 'turns', 'out', 'to', 'be', 'another', 'winning', 'star', 'vehicle']"
". . . brian de palma is utterly mad : cinema mad , set-piece mad , style mad . it's a beautiful madness .",1,"['brian', 'de', 'palma', 'is', 'utterly', 'mad', 'cinema', 'mad', 'set', 'piece', 'mad', 'style', 'mad', 'it', 'beautiful', 'madness']"
generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down .,1,"['generally', 'provides', 'its', 'target', 'audience', 'of', 'youngsters', 'enough', 'stimulating', 'eye', 'and', 'ear', 'candy', 'to', 'make', 'its', 'moral', 'medicine', 'go', 'down']"
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,1,"['there', 'are', 'some', 'wonderfully', 'fresh', 'moments', 'that', 'smooth', 'the', 'moral', 'stiffness', 'with', 'human', 'kindness', 'and', 'hopefulness']"
a grimly competent and stolid and earnest military courtroom drama .,1,"['grimly', 'competent', 'and', 'stolid', 'and', 'earnest', 'military', 'courtroom', 'drama']"
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .",1,"['escaping', 'the', 'studio', 'piccoli', 'is', 'warmly', 'affecting', 'and', 'so', 'is', 'this', 'adroitly', 'minimalist', 'movie']"
very psychoanalytical -- provocatively so -- and also refreshingly literary .,1,"['very', 'provocatively', 'so', 'and', 'also', 'refreshingly', 'literary']"
"a gorgeous , witty , seductive movie .",1,"['gorgeous', 'witty', 'seductive', 'movie']"
"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system .",1,"['the', 'special', 'effects', 'and', 'many', 'scenes', 'of', 'weightlessness', 'look', 'as', 'good', 'or', 'better', 'than', 'in', 'the', 'original', 'while', 'the', 'oscar', 'winning', 'sound', 'and', 'james', 'horner', 'rousing', 'score', 'make', 'good', 'use', 'of', 'the', 'hefty', 'audio', 'system']"
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .",1,"['on', 'the', 'heels', 'of', 'the', 'ring', 'comes', 'similarly', 'morose', 'and', 'humorless', 'horror', 'movie', 'that', 'although', 'flawed', 'is', 'to', 'be', 'commended', 'for', 'its', 'straight', 'ahead', 'approach', 'to', 'creepiness']"
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie .",1,"['with', 'rabbit', 'proof', 'fence', 'noyce', 'has', 'tailored', 'an', 'epic', 'tale', 'into', 'lean', 'economical', 'movie']"
[a]n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s .,1,"['utterly', 'charming', 'and', 'hilarious', 'film', 'that', 'reminded', 'me', 'of', 'the', 'best', 'of', 'the', 'disney', 'comedies', 'from', 'the']"
"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .",1,"['preaches', 'to', 'two', 'completely', 'different', 'choirs', 'at', 'the', 'same', 'time', 'which', 'is', 'pretty', 'amazing', 'accomplishment']"
"thanks to haynes' absolute control of the film's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .",1,"['thanks', 'to', 'haynes', 'absolute', 'control', 'of', 'the', 'film', 'mood', 'and', 'buoyed', 'by', 'three', 'terrific', 'performances', 'far', 'from', 'heaven', 'actually', 'pulls', 'off', 'this', 'stylistic', 'juggling', 'act']"
"birthday girl is an amusing joy ride , with some surprisingly violent moments .",1,"['birthday', 'girl', 'is', 'an', 'amusing', 'joy', 'ride', 'with', 'some', 'surprisingly', 'violent', 'moments']"
"more romantic , more emotional and ultimately more satisfying than the teary-eyed original .",1,"['more', 'romantic', 'more', 'emotional', 'and', 'ultimately', 'more', 'satisfying', 'than', 'the', 'teary', 'eyed', 'original']"
an appealingly juvenile trifle that delivers its share of laughs and smiles .,1,"['an', 'appealingly', 'juvenile', 'trifle', 'that', 'delivers', 'its', 'share', 'of', 'laughs', 'and', 'smiles']"
"writer-director's mehta's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .",1,"['writer', 'director', 'mehta', 'effort', 'has', 'tons', 'of', 'charm', 'and', 'the', 'whimsy', 'is', 'in', 'the', 'mixture', 'the', 'intoxicating', 'masala', 'of', 'cultures', 'and', 'film', 'genres']"
"the draw [for "" big bad love "" ] is a solid performance by arliss howard .",1,"['the', 'draw', 'for', 'big', 'bad', 'love', 'is', 'solid', 'performance', 'by', 'arliss', 'howard']"
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .",1,"['it', 'gets', 'onto', 'the', 'screen', 'just', 'about', 'as', 'much', 'of', 'the', 'novella', 'as', 'one', 'could', 'reasonably', 'expect', 'and', 'is', 'engrossing', 'and', 'moving', 'in', 'its', 'own', 'right']"
the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .,1,"['the', 'terrific', 'and', 'bewilderingly', 'underrated', 'campbell', 'scott', 'gives', 'star', 'performance', 'that', 'is', 'nothing', 'short', 'of', 'mesmerizing']"
cool ? this movie is a snow emergency .,1,"['cool', 'this', 'movie', 'is', 'snow', 'emergency']"
like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,1,"['like', 'mike', 'isn', 'interested', 'in', 'recycling', 'old', 'cliches', 'it', 'wants', 'to', 'tweak', 'them', 'with', 'taste', 'of', 'tangy', 'new', 'humor']"
"smith is careful not to make fun of these curious owners of architectural oddities . instead , he shows them the respect they are due .",1,"['smith', 'is', 'careful', 'not', 'to', 'make', 'fun', 'of', 'these', 'curious', 'owners', 'of', 'architectural', 'oddities', 'instead', 'he', 'shows', 'them', 'the', 'respect', 'they', 'are', 'due']"
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1,"['mess', 'when', 'it', 'comes', 'to', 'the', 'characters', 'and', 'writing', 'but', 'works', 'its', 'way', 'underneath', 'the', 'skin', 'like', 'few', 'movies', 'have', 'in', 'recent', 'memory']"
"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",1,"['drops', 'you', 'into', 'dizzying', 'volatile', 'pressure', 'cooker', 'of', 'situation', 'that', 'quickly', 'snowballs', 'out', 'of', 'control', 'while', 'focusing', 'on', 'the', 'what', 'much', 'more', 'than', 'the', 'why']"
